Rosseland opacity table for the element mix X=0.70, Y=0.28 and Z=0.20
based on Seaton et al. (1994),  Alexander & Ferguson (1994) ApJ, 437, 879, 
and Henning & Stognienko R. (1996), A&A 311, 291 in OP-format (log T vs log R)
000024 000141 --- number of points in log R and log T
5.650 -0.463 -0.456 -0.444 -0.421 -0.372 -0.263 -0.050 +0.292 +0.727 +1.174 +1.557 +1.851 +2.075 +2.266 +2.464 +2.697 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.700 -0.464 -0.458 -0.449 -0.432 -0.398 -0.320 -0.147 +0.165 +0.601 +1.072 +1.479 +1.781 +2.003 +2.190 +2.388 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.750 -0.465 -0.460 -0.451 -0.438 -0.413 -0.355 -0.219 +0.052 +0.470 +0.955 +1.388 +1.708 +1.936 +2.125 +2.323 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.800 -0.465 -0.460 -0.453 -0.442 -0.421 -0.374 -0.266 -0.037 +0.347 +0.829 +1.285 +1.629 +1.871 +2.067 +2.267 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.850 -0.464 -0.460 -0.454 -0.444 -0.424 -0.383 -0.291 -0.096 +0.249 +0.714 +1.181 +1.548 +1.809 +2.014 +2.216 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.900 -0.463 -0.460 -0.454 -0.445 -0.427 -0.390 -0.308 -0.136 +0.178 +0.619 +1.087 +1.470 +1.748 +1.964 +2.172 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
5.950 -0.462 -0.457 -0.452 -0.443 -0.427 -0.393 -0.316 -0.158 +0.129 +0.545 +1.006 +1.401 +1.695 +1.922 +2.133 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
6.000 -0.460 -0.454 -0.448 -0.440 -0.425 -0.392 -0.321 -0.173 +0.096 +0.491 +0.940 +1.341 +1.650 +1.889 +2.097 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
6.050 -0.458 -0.451 -0.443 -0.433 -0.418 -0.387 -0.320 -0.181 +0.073 +0.451 +0.888 +1.292 +1.612 +1.858 +2.064 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
6.100 -0.460 -0.450 -0.439 -0.426 -0.408 -0.377 -0.314 -0.184 +0.058 +0.420 +0.847 +1.252 +1.579 +1.829 +2.020 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
6.150 -0.463 -0.454 -0.441 -0.423 -0.400 -0.365 -0.303 -0.180 +0.049 +0.397 +0.815 +1.218 +1.548 +1.788 +1.976 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
6.200 -0.466 -0.459 -0.447 -0.428 -0.400 -0.357 -0.289 -0.169 +0.048 +0.382 +0.790 +1.188 +1.504 +1.732 +1.922 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000 +0.000
